# MEAN_SAMPLE_SIZE = 39955
# TOTAL_GENES = 14974
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                              TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Neuron_Slc17a7_Syt6-Cplx3.1_1        COVAR   14974     0.019844     0.055656     0.010887     0.034182 Neuron_Slc17a7_Syt6-Cplx3.1_1
Neuron_Slc17a7-Slc17a8_Syt6-...      COVAR   14974    0.0071864     0.021387    0.0067113      0.14214 Neuron_Slc17a7-Slc17a8_Syt6-Lancl3.1_2
Neuron_Slc17a7_Syt6-Tshz2-Nr...      COVAR   14974   -0.0063943    -0.017819     0.012607      0.69399 Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3
Neuron_Slc17a7_Syt6-Sla.1_4          COVAR   14974    0.0063543     0.017614     0.013439      0.31817 Neuron_Slc17a7_Syt6-Sla.1_4
Neuron_Slc17a7_Syt6-Nnat.1_5         COVAR   14974   -0.0031682   -0.0090074     0.010117      0.62292 Neuron_Slc17a7_Syt6-Nnat.1_5
Neuron_Slc17a7_Syt6-Slc24a2....      COVAR   14974     0.016951     0.049076    0.0073675     0.010711 Neuron_Slc17a7_Syt6-Slc24a2.1_6
Neuron_Slc17a7_Syt6-Tox.1_7          COVAR   14974    0.0059184     0.016545     0.012919      0.32343 Neuron_Slc17a7_Syt6-Tox.1_7
Neuron_Slc17a7_Syt6-Nefm.1_8         COVAR   14974     0.012467     0.034558     0.013296      0.17422 Neuron_Slc17a7_Syt6-Nefm.1_8
Neuron_Slc17a7_Syt6-Fos.1_9          COVAR   14974    0.0083241     0.023269     0.012403      0.25107 Neuron_Slc17a7_Syt6-Fos.1_9
Polydendrocyte_Tnr_Cspg5.10_1        COVAR   14974    0.0050595     0.013989    0.0075261      0.25072 Polydendrocyte_Tnr_Cspg5.10_1
Polydendrocyte_Tnr_Dlx1.10_2         COVAR   14974    -0.010336    -0.031099     0.004666      0.98662 Polydendrocyte_Tnr_Dlx1.10_2
Polydendrocyte_Tnr_Tmsb4x.10...      COVAR   14974   -0.0069976    -0.019771    0.0064775      0.85999 Polydendrocyte_Tnr_Tmsb4x.10_3
Polydendrocyte_Tnr_Lims2-Tms...      COVAR   14974   6.1434e-05   0.00018312    0.0055172      0.49556 Polydendrocyte_Tnr_Lims2-Tmsb4x.10_4
Microglia_C1qb_Tmem119.11_1          COVAR   14974    0.0075281     0.020182    0.0070466      0.14269 Microglia_C1qb_Tmem119.11_1
Macrophage_C1qb_Mrc1.11_2            COVAR   14974   -0.0039536    -0.011365    0.0049745      0.78662 Macrophage_C1qb_Mrc1.11_2
Microglia_C1qb_Tmem119-Fos.1...      COVAR   14974   -0.0041398    -0.012556    0.0031961      0.90237 Microglia_C1qb_Tmem119-Fos.11_3
Microglia_C1qb_Tmem119-Junb....      COVAR   14974  -0.00051937   -0.0014555    0.0032837      0.56284 Microglia_C1qb_Tmem119-Junb.11_4
Endothelial_Stalk_Flt1_Car4....      COVAR   14974     -0.01356     -0.03718    0.0058309      0.98997 Endothelial_Stalk_Flt1_Car4.12_1
Endothelial_Stalk_Flt1_Vwf.1...      COVAR   14974   -0.0080487    -0.022217    0.0054814      0.92899 Endothelial_Stalk_Flt1_Vwf.12_2
Endothelial_Stalk_Flt1_Gm994...      COVAR   14974    -0.010966    -0.029666    0.0059281      0.96782 Endothelial_Stalk_Flt1_Gm9946.12_3
Endothelial_Stalk_Flt1_Gkn3....      COVAR   14974   -0.0077219    -0.021537    0.0052726      0.92846 Endothelial_Stalk_Flt1_Gkn3.12_4
Mural_Acta2Rgs5_Acta2.13_1           COVAR   14974   -0.0067182    -0.018465    0.0055486        0.887 Mural_Acta2Rgs5_Acta2.13_1
Mural_Acta2Rgs5_Fos.13_2             COVAR   14974   -0.0072847     -0.02249    0.0035315      0.98042 Mural_Acta2Rgs5_Fos.13_2
Mural_Acta2Rgs5Rgs5.13_3             COVAR   14974   -0.0089286     -0.02503    0.0053281       0.9531 Mural_Acta2Rgs5Rgs5.13_3
Mural_Acta2Rgs5_Kcnj8-Abcc9....      COVAR   14974     -0.01032    -0.031503    0.0042816      0.99202 Mural_Acta2Rgs5_Kcnj8-Abcc9.13_4
Mural_Acta2Rgs5_Abcc9.13_5           COVAR   14974   -0.0074424    -0.023445    0.0037169      0.97737 Mural_Acta2Rgs5_Abcc9.13_5
Endothelial_Tip_Dcn_Mgp-Penk...      COVAR   14974   -0.0088594    -0.024152    0.0061684      0.92452 Endothelial_Tip_Dcn_Mgp-Penk.14_1
Endothelial_Tip_Dcn_Mgp-Clu....      COVAR   14974   -0.0089053    -0.025087    0.0053231      0.95282 Endothelial_Tip_Dcn_Mgp-Clu.14_2
Endothelial_Tip_Dcn_Nnat.14_3        COVAR   14974   -0.0077728    -0.021774    0.0047763      0.94816 Endothelial_Tip_Dcn_Nnat.14_3
Endothelial_Tip_Dcn_Coch.14_4        COVAR   14974   -0.0054307    -0.015082    0.0052563      0.84923 Endothelial_Tip_Dcn_Coch.14_4
Endothelial_Tip_Dcn_Inmt.14_5        COVAR   14974   -0.0066714    -0.020112    0.0040937      0.94841 Endothelial_Tip_Dcn_Inmt.14_5
Neuron_Sc17a7_Calb1-Ddit4l.2...      COVAR   14974     0.022999     0.063004     0.013224     0.041019 Neuron_Sc17a7_Calb1-Ddit4l.2_1
Neuron_Slc17a7-Slc17a6_Rorb-...      COVAR   14974     0.018769     0.051835      0.01351     0.082394 Neuron_Slc17a7-Slc17a6_Rorb-Pcdh20.2_10
Neuron_Sc17a7_Rorb-Gpr83.2_11        COVAR   14974     0.016115     0.044368     0.014101      0.12656 Neuron_Sc17a7_Rorb-Gpr83.2_11
Neuron_Sc17a7_Fermt1.2_12            COVAR   14974  -0.00056739   -0.0015633     0.012388      0.51827 Neuron_Sc17a7_Fermt1.2_12
Neuron_Slc17a7-Slc17a6_Calb1...      COVAR   14974     0.022834     0.062884     0.014509     0.057775 Neuron_Slc17a7-Slc17a6_Calb1-Rorb-Il1rapl2.2_13
Neuron_Slc17a7-Slc17a6_Tshz2...7     COVAR   14974     0.013465     0.037113     0.014485      0.17631 Neuron_Slc17a7-Slc17a6_Tshz2.2_14
Neuron_Sc17a7_Oprk1.2_15             COVAR   14974      0.01584     0.044194     0.010185     0.059948 Neuron_Sc17a7_Oprk1.2_15
Neuron_Sc17a7_Crym.2_16              COVAR   14974    0.0067404     0.018445     0.012883      0.30042 Neuron_Sc17a7_Crym.2_16
Neuron_Sc17a7_Sema3e-Nnat.2_...      COVAR   14974     0.015399     0.042434     0.014074      0.13695 Neuron_Sc17a7_Sema3e-Nnat.2_17
Neuron_Sc17a7_Sema3e-Onecut2...      COVAR   14974     0.013867     0.038307     0.013215      0.14701 Neuron_Sc17a7_Sema3e-Onecut2.2_18
Neuron_Sc17a7_Calb1-Tshz2.2_2        COVAR   14974    0.0078325      0.02165     0.013861      0.28602 Neuron_Sc17a7_Calb1-Tshz2.2_2
Neuron_Sc17a7_Tshz2-Smoc1.2_3        COVAR   14974     0.017854      0.05002     0.011266     0.056526 Neuron_Sc17a7_Tshz2-Smoc1.2_3
Neuron_Sc17a7_Calb1-Fos.2_4          COVAR   14974    0.0093152     0.025708     0.011969       0.2182 Neuron_Sc17a7_Calb1-Fos.2_4
Neuron_Sc17a7_Calb1-Lpl.2_5          COVAR   14974     0.022531     0.061648     0.013477      0.04729 Neuron_Sc17a7_Calb1-Lpl.2_5
Neuron_Sc17a7_Calb1-Otof.2_6         COVAR   14974     0.020915       0.0572     0.012556     0.047887 Neuron_Sc17a7_Calb1-Otof.2_6
Neuron_Sc17a7_Calb1-Lpl-Penk...      COVAR   14974     0.015156     0.041713     0.011903      0.10147 Neuron_Sc17a7_Calb1-Lpl-Penk.2_7
Neuron_Sc17a7_Calb1-Lpl-Cadm...      COVAR   14974     0.012231     0.034924    0.0075884     0.053517 Neuron_Sc17a7_Calb1-Lpl-Cadm2.2_8
Neuron_Sc17a7_Rorb-BC006965....      COVAR   14974     0.025088     0.069299     0.013332     0.029941 Neuron_Sc17a7_Rorb-BC006965.2_9
Neuron_Slc17a7_Bcl6-Cbln1.3_1        COVAR   14974     0.022862     0.063588     0.011507     0.023479 Neuron_Slc17a7_Bcl6-Cbln1.3_1
Neuron_Slc17a7_Bcl6-Npnt.3_10        COVAR   14974     0.026115     0.072948     0.011436     0.011209 Neuron_Slc17a7_Bcl6-Npnt.3_10
Neuron_Slc17a7_Bcl6-Dditl.3_2        COVAR   14974      0.01341     0.037609     0.011267        0.117 Neuron_Slc17a7_Bcl6-Dditl.3_2
Neuron_Slc17a7_Bcl6-C1ql2.3_3        COVAR   14974     0.027771     0.077143     0.012045     0.010571 Neuron_Slc17a7_Bcl6-C1ql2.3_3
Neuron_Slc17a7_Bcl6-Tcerg1l....      COVAR   14974     0.020559     0.056921     0.013092     0.058178 Neuron_Slc17a7_Bcl6-Tcerg1l.3_4
Neuron_Slc17a7_Bcl6-Fos.3_5          COVAR   14974      0.02535     0.070495     0.011533     0.013983 Neuron_Slc17a7_Bcl6-Fos.3_5
Neuron_Slc17a7_Bcl6-Ndst4.3_6        COVAR   14974    0.0033463     0.010203    0.0055956      0.27491 Neuron_Slc17a7_Bcl6-Ndst4.3_6
Neuron_Slc17a7_Bcl6-Ptgfr.3_7        COVAR   14974   0.00083445    0.0026399    0.0045564      0.42735 Neuron_Slc17a7_Bcl6-Ptgfr.3_7
Neuron_Slc17a7_Bcl6-Tshz2-Sy...      COVAR   14974     0.017942     0.049962     0.010565     0.044742 Neuron_Slc17a7_Bcl6-Tshz2-Syt2.3_8
Neuron_Slc17a7_Bcl6-Pvalb.3_9        COVAR   14974    0.0051357     0.014235     0.011111      0.32197 Neuron_Slc17a7_Bcl6-Pvalb.3_9
Neuron_Gad1Gad2_Cplx3-Reln.4...      COVAR   14974     0.025197     0.070127     0.010786    0.0097499 Neuron_Gad1Gad2_Cplx3-Reln.4_1
Neuron_Gad1Gad2_Cplx3-Npy.4_2        COVAR   14974       0.0172     0.048369    0.0094618     0.034552 Neuron_Gad1Gad2_Cplx3-Npy.4_2
Neuron_Gad1Gad2_Cplx3-Egln3....      COVAR   14974    0.0079754     0.022765     0.009161        0.192 Neuron_Gad1Gad2_Cplx3-Egln3.4_3
Neuron_Gad1Gad2-Slc17a8_Synp...      COVAR   14974    0.0011089    0.0031774    0.0077251      0.44293 Neuron_Gad1Gad2-Slc17a8_Synpr-Sncg-Yjefn3.4_4
Neuron_Gad1Gad2_Synpr-Sncg.4...      COVAR   14974     0.017901     0.051862    0.0075537    0.0089039 Neuron_Gad1Gad2_Synpr-Sncg.4_5
Neuron_Gad1Gad2_Synpr-Nnat.4...      COVAR   14974    0.0015378    0.0046457    0.0062431      0.40272 Neuron_Gad1Gad2_Synpr-Nnat.4_6
Neuron_Gad1Gad2_Synpr-Crispl...      COVAR   14974    0.0021344    0.0060875     0.008144      0.39663 Neuron_Gad1Gad2_Synpr-Crispld2.4_7
Neuron_Gad1Gad2-Chat_Synpr-S...      COVAR   14974    0.0038751     0.010811     0.010077      0.35029 Neuron_Gad1Gad2-Chat_Synpr-Slc5a7.4_8
Neuron_Gad1Gad2_Synpr-Pcdh11...      COVAR   14974   -0.0022941   -0.0064188    0.0097024      0.59346 Neuron_Gad1Gad2_Synpr-Pcdh11x.4_9
Neuron_Gad1Gad2_Pvalb-Unc5b....      COVAR   14974    0.0047941     0.014723     0.005127      0.17489 Neuron_Gad1Gad2_Pvalb-Unc5b.5_1
Neuron_Gad1Gad2_Pvalb-Nefm.5...      COVAR   14974     0.020149     0.055013    0.0098987     0.020908 Neuron_Gad1Gad2_Pvalb-Nefm.5_2
Neuron_Gad1Gad2_Pvalb-Cartpt...      COVAR   14974     0.023569     0.064826     0.010058    0.0095645 Neuron_Gad1Gad2_Pvalb-Cartpt.5_3
Neuron_Gad1Gad2-Th_Nr4a2.5_4         COVAR   14974    0.0042899     0.013018    0.0055433       0.2195 Neuron_Gad1Gad2-Th_Nr4a2.5_4
Neuron_Gad1Gad2_Sst-Crh.5_5          COVAR   14974    0.0093337     0.026274    0.0088602      0.14608 Neuron_Gad1Gad2_Sst-Crh.5_5
Neuron_Gad1Gad2_Sst-Pdyn.5_6         COVAR   14974     0.012591     0.034525      0.01006      0.10538 Neuron_Gad1Gad2_Sst-Pdyn.5_6
Neuron_Gad1Gad2_Sst-Nr2f2.5_7        COVAR   14974     0.005229     0.015438    0.0066034      0.21423 Neuron_Gad1Gad2_Sst-Nr2f2.5_7
Neuron_Slc17a7-Slc17a6_Shisa...      COVAR   14974    0.0023826    0.0065744     0.013508         0.43 Neuron_Slc17a7-Slc17a6_Shisa8.6_1
Neuron_Slc17a7-Slc17a6_Tshz2...2     COVAR   14974   0.00025313   0.00076753    0.0063245      0.48404 Neuron_Slc17a7-Slc17a6_Tshz2-Fos.6_2
Neuron_Slc17a7-Slc17a6_Tshz2...6     COVAR   14974     0.001366    0.0038926     0.010455      0.44803 Neuron_Slc17a7-Slc17a6_Tshz2-Rasd1.6_3
Neuron_Slc17a7-Slc17a6_Tshz2...3     COVAR   14974    0.0068515     0.020006    0.0081687      0.20081 Neuron_Slc17a7-Slc17a6_Tshz2-Nnat.6_4
Neuron_Slc17a7-Slc17a6_Tshz2...1     COVAR   14974   -0.0032877   -0.0090724     0.012712      0.60204 Neuron_Slc17a7-Slc17a6_Tshz2-Cabp7.6_5
Neuron_Slc17a7-Slc17a6_Tshz2...4     COVAR   14974     0.010033     0.027726     0.013635      0.23093 Neuron_Slc17a7-Slc17a6_Tshz2-Npnt.6_6
Neuron_Slc17a7-Slc17a6_Tshz2...5     COVAR   14974    -0.023667    -0.066793     0.010748      0.98616 Neuron_Slc17a7-Slc17a6_Tshz2-Prlr.6_7
Neuron_Slc17a7-Slc17a8_Fezf2...      COVAR   14974    0.0045879     0.012913     0.010667      0.33357 Neuron_Slc17a7-Slc17a8_Fezf2-Slc17a8.7_1
Neuron_Slc17a7-Slc17a6_Fezf2...2     COVAR   14974   -0.0054779    -0.015238     0.011289      0.68625 Neuron_Slc17a7-Slc17a6_Fezf2-Htr2c.7_2
Neuron_Slc17a7-Slc17a6_Fezf2...1     COVAR   14974    0.0065794     0.018854    0.0093531      0.24089 Neuron_Slc17a7-Slc17a6_Fezf2-3110035E14Rik.7_3
Astrocyte_Gja1_Igfbp2.8_1            COVAR   14974  -0.00014744  -0.00038582    0.0069857      0.50842 Astrocyte_Gja1_Igfbp2.8_1
Astrocyte_Gja1_Myoc.8_2              COVAR   14974   0.00036721   0.00095687    0.0069789      0.47902 Astrocyte_Gja1_Myoc.8_2
Astrocyte_Gja1_Sparc.8_3             COVAR   14974   0.00093581    0.0024776    0.0067086      0.44453 Astrocyte_Gja1_Sparc.8_3
