# TOTAL_GENES = 14035
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE           TYPE  NGENES         BETA     BETA_STD           SE            P
Astro_Aqp4        COVAR   14035   -0.0047456   -0.0062662    0.0097757      0.68632
Endo_Xdh          COVAR   14035    -0.011782    -0.014555    0.0093022      0.89735
Igtp              COVAR   14035   -0.0072483    -0.014545     0.013847      0.69967
L2_3_Ptgs2        COVAR   14035     0.012728     0.025794     0.017376      0.23195
L2_Ngb            COVAR   14035    0.0042764    0.0085613     0.015623      0.39215
L4_Arf5           COVAR   14035     0.038951     0.076252     0.013451    0.0018935
L4_Ctxn3          COVAR   14035    0.0082169     0.015463     0.018677      0.32999
L4_Scnn1a         COVAR   14035    0.0088576     0.017153     0.017963      0.31097
L5_Ucma           COVAR   14035    -0.011546    -0.023398      0.01612      0.76308
L5a_Batf3         COVAR   14035    -0.015669    -0.032165      0.01927      0.79191
L5a_Hsd11b1       COVAR   14035     0.027086     0.055271     0.017708     0.063067
L5a_Pde1c         COVAR   14035   -0.0088776    -0.018066     0.017328      0.69578
L5a_Tcerg1l       COVAR   14035     0.011158     0.022895       0.0189      0.27748
L5b_Cdh13         COVAR   14035      0.02146     0.045197     0.016944      0.10267
L5b_Chrna6        COVAR   14035     0.008499     0.018108     0.013627      0.26642
L5b_Tph2          COVAR   14035     0.018258     0.039183     0.015376      0.11754
L6a_Car12         COVAR   14035    0.0073458      0.01499     0.015715      0.32009
L6a_Mgp           COVAR   14035    -0.013552    -0.027808     0.017185      0.78482
L6a_Sla           COVAR   14035    -0.018529    -0.036941     0.019468      0.82938
L6a_Syt17         COVAR   14035    0.0078195     0.016304     0.015131      0.30266
L6b_Rgs12         COVAR   14035     0.010744     0.023097     0.014209      0.22479
L6b_Serpinb11     COVAR   14035    0.0066856     0.014167     0.015494      0.33305
Micro_Ctss        COVAR   14035   -0.0038354    -0.004591    0.0091101      0.66312
Ndnf_Car4         COVAR   14035   -0.0045585   -0.0088342     0.018855      0.59552
Ndnf_Cxcl14       COVAR   14035     0.012299     0.023318     0.020265      0.27195
Oligo_96.Rik      COVAR   14035   -0.0061284    -0.010705    0.0080971      0.77543
Oligo_Opalin      COVAR   14035    0.0087788     0.012552    0.0093377      0.17358
OPC_Pdgfra        COVAR   14035   -0.0042659   -0.0058743     0.010479      0.65803
Pvalb_Cpne5       COVAR   14035    -0.025804    -0.051518     0.014702      0.96037
Pvalb_Gpx3        COVAR   14035    -0.021774    -0.043807      0.01898      0.87433
Pvalb_Obox3       COVAR   14035     0.023074     0.046253     0.013791     0.047163
Pvalb_Rspo2       COVAR   14035    0.0048063     0.010154     0.015107      0.37519
Pvalb_Tacr3       COVAR   14035     0.013647     0.028955     0.015602      0.19088
Pvalb_Tpbg        COVAR   14035    0.0022212    0.0045742     0.016024      0.44488
Pvalb_Wt1         COVAR   14035    0.0077463     0.016258     0.015065      0.30356
Smad3             COVAR   14035     0.019968      0.04031     0.013943     0.076074
SMC_Myl9          COVAR   14035    -0.022385    -0.029671    0.0099403      0.98783
Sncg              COVAR   14035     0.035372     0.073159      0.01375    0.0050521
Sst_Cbln4         COVAR   14035    -0.039258    -0.078972     0.020013      0.97509
Sst_Cdk6          COVAR   14035   -0.0072975    -0.014864     0.016339      0.67243
Sst_Chodl         COVAR   14035    0.0019558    0.0040711     0.014168       0.4451
Sst_Myh8          COVAR   14035    -0.024299    -0.048172     0.018649      0.90369
Sst_Tacstd2       COVAR   14035   -0.0085804    -0.018134     0.015743      0.70713
Sst_Th            COVAR   14035    -0.018065    -0.035664     0.017659      0.84683
Vip_Chat          COVAR   14035    0.0042255    0.0075589     0.017898      0.40668
Vip_Gpc3          COVAR   14035     -0.01344    -0.024671     0.017847      0.77429
Vip_Mybpc1        COVAR   14035    -0.012505    -0.022875     0.015506      0.79002
Vip_Parm1         COVAR   14035    -0.023186    -0.040605     0.017702      0.90485
Vip_Sncg          COVAR   14035   0.00065009    0.0012877     0.014493      0.48211
