# MEAN_SAMPLE_SIZE = 15506
# TOTAL_GENES = 14723
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                           TYPE  NGENES         BETA     BETA_STD           SE            P
Adcyap1_1_Tac1                    COVAR   14723     0.077994     0.049208     0.052344     0.068122
Adcyap1_2                         COVAR   14723    -0.052018     -0.03099     0.059984      0.80708
Avp_1_high                        COVAR   14723     -0.10829    -0.059189      0.04445      0.99257
Avp_2_high                        COVAR   14723   -0.0083126   -0.0051224     0.037448      0.58783
Avp_3_medium                      COVAR   14723    -0.041047    -0.023124     0.042784      0.83131
circadian_1_VipGrp                COVAR   14723    -0.091052    -0.028442     0.052371      0.95894
circadian_2_NmsVIP                COVAR   14723    -0.098612    -0.033293     0.058281      0.95467
circadian_3_Per2                  COVAR   14723     -0.17992    -0.061054     0.070763      0.99449
Dopamine_1                        COVAR   14723    -0.015643   -0.0098053     0.060838      0.60146
Dopamine_2_low_VMAT2              COVAR   14723    -0.023808    -0.014713     0.039921      0.72453
Dopamine_3                        COVAR   14723     0.009757    0.0071222     0.044121      0.41249
Dopamine_4                        COVAR   14723     0.014604     0.012474     0.029843       0.3123
GABA_10                           COVAR   14723    -0.021216    -0.012158     0.068579      0.62148
GABA_11_Nts_1                     COVAR   14723      0.14292     0.094325     0.058958    0.0076808
GABA_12_Nts_2                     COVAR   14723    -0.059652     -0.03769     0.066121      0.81651
GABA_13_Galanin                   COVAR   14723    -0.097198    -0.053645     0.065572      0.93086
GABA_14_NpyAgrp                   COVAR   14723     0.011489    0.0063773     0.050804      0.41055
GABA_15_Npymedium                 COVAR   14723    -0.016469    -0.006992     0.050275      0.62838
GABA_2_Gucy1a3                    COVAR   14723     0.093834     0.056198     0.059087     0.056146
GABA_3_Crh_Lhx6                   COVAR   14723    -0.074564    -0.047123     0.061382      0.88776
GABA_4_CrhPgr15l                  COVAR   14723     -0.21483    -0.088809     0.084803      0.99434
GABA_5_Calcr_Lhx1                 COVAR   14723    -0.028819    -0.012269     0.089822      0.62583
GABA_6_Otof_Lhx1                  COVAR   14723      0.11559     0.038129     0.079576     0.073173
GABA_7_Pomc                       COVAR   14723      -0.3019      -0.1159     0.089277      0.99964
GABA_8                            COVAR   14723     -0.16247    -0.084926     0.059609      0.99679
GABA_9                            COVAR   14723      -0.1288    -0.075683     0.068499      0.96996
GABA1                             COVAR   14723    -0.029501    -0.016765     0.057665      0.69552
Gadlow_Gnrh                       COVAR   14723    0.0041045    0.0018802     0.053812       0.4696
Ghrh                              COVAR   14723   -0.0091492   -0.0058585     0.029484      0.62184
Hcrt                              COVAR   14723    -0.083354    -0.044129     0.056655      0.92938
Hmit                              COVAR   14723     -0.19542    -0.073502     0.086052      0.98842
Npvf                              COVAR   14723    -0.024197     -0.01359     0.037495      0.74064
Oxytocin_1                        COVAR   14723    -0.083758    -0.063307     0.037756      0.98673
Oxytocin_2                        COVAR   14723    0.0021048    0.0014637      0.03523      0.47618
Oxytocin_3                        COVAR   14723    -0.088144     -0.04839     0.048585      0.96517
Oxytocin_4                        COVAR   14723    -0.036541    -0.023569      0.03907      0.82517
Pmch                              COVAR   14723    -0.022793    -0.018518      0.02599      0.80975
Qrfp                              COVAR   14723    -0.028687    -0.023352     0.026333      0.86199
Sst_1_low                         COVAR   14723     -0.10956    -0.058959     0.063703      0.95726
Sst_2_high                        COVAR   14723      -0.1108    -0.078609     0.035967      0.99896
Sst_3_medium                      COVAR   14723    -0.060305    -0.038101      0.04693       0.9006
Trh_1_low                         COVAR   14723     -0.19072     -0.07994     0.088224      0.98468
Trh_2_medium                      COVAR   14723     -0.13168    -0.057237     0.072475      0.96538
Trh_3_high                        COVAR   14723    -0.056451     -0.03386      0.04337      0.90347
Vglut2_1_Penk                     COVAR   14723     0.043668     0.027811     0.024249     0.035875
Vglut2_10_Morn4Prrc2a             COVAR   14723     0.069885     0.046805     0.024005    0.0018027
Vglut2_11                         COVAR   14723      0.07276     0.067701     0.024782    0.0016652
Vglut2_12_Mgat4b                  COVAR   14723     0.053524     0.033991      0.02619     0.020502
Vglut2_13NinlRfx5Zfp346           COVAR   14723     0.037174     0.020848     0.035097      0.14477
Vglut2_14_Col9a2                  COVAR   14723   -0.0060006   -0.0029695     0.041149      0.55797
Vglut2_15_Hcn16430411K18Rik       COVAR   14723     0.084286     0.048819     0.029327    0.0020296
Vglut2_16_Gm5595_Tnr              COVAR   14723     0.092903     0.057828     0.026524   0.00023105
Vglut2_17_A930013F10RikPou2f2     COVAR   14723     0.072305     0.032539     0.025273    0.0021148
Vglut2_18_Zfp458Ppp1r12b          COVAR   14723     0.042605     0.019071     0.025604     0.048066
Vglut2_2_Crh                      COVAR   14723    -0.071273    -0.043045     0.058944      0.88669
Vglut2_3_Crh_low                  COVAR   14723     -0.44195     -0.15421      0.10699      0.99998
Vglut2_4                          COVAR   14723     0.010862    0.0077844      0.03028      0.35991
Vglut2_5_Myt1Lhx9                 COVAR   14723    0.0087463    0.0053027     0.030003      0.38533
Vglut2_6_Prmt8Ugdh                COVAR   14723    -0.090112    -0.041145     0.056594      0.94432
Vglut2_7_PgamSnx12                COVAR   14723    -0.029684    -0.012545     0.043603      0.75199
Vglut2_8                          COVAR   14723     0.063175     0.022617     0.055267      0.12651
Vglut2_9_Gpr149                   COVAR   14723    0.0089983     0.004236     0.043847       0.4187
