# TOTAL_GENES = 14058
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Bladder.mesenchymal_cell            COVAR   14058    -0.099616    -0.042599      0.04223      0.99083 Bladder.mesenchymal_cell
Bladder.bladder_cell                COVAR   14058     0.041481      0.02523      0.02952     0.079996 Bladder.bladder_cell
Bladder.endothelial_cell            COVAR   14058     0.017795    0.0069083     0.059043      0.38156 Bladder.endothelial_cell
Bladder.basal_cell_of_urothe...     COVAR   14058     0.032387     0.020018     0.029413      0.13543 Bladder.basal_cell_of_urothelium
Bladder.leukocyte                   COVAR   14058     0.036505     0.014317     0.049568      0.23073 Bladder.leukocyte
Heart.endothelial_cell              COVAR   14058     0.016254    0.0049683     0.054913      0.38362 Heart.endothelial_cell
Heart.fibroblast                    COVAR   14058    -0.069032    -0.025553      0.04945      0.91863 Heart.fibroblast
Heart.cardiac_muscle_cell           COVAR   14058     0.081894     0.023208      0.05138     0.055491 Heart.cardiac_muscle_cell
Heart.endocardial_cell              COVAR   14058     0.020139    0.0085739     0.042131      0.31633 Heart.endocardial_cell
Heart.smooth_muscle_cell            COVAR   14058    0.0032712    0.0011777     0.044015      0.47038 Heart.smooth_muscle_cell
Heart.erythrocyte                   COVAR   14058      0.13665     0.054702     0.049223    0.0027537 Heart.erythrocyte
Kidney.leukocyte                    COVAR   14058     -0.07235    -0.017511     0.096651      0.77294 Kidney.leukocyte
Kidney.fenestrated_cell             COVAR   14058    -0.063434    -0.019551     0.062408      0.84528 Kidney.fenestrated_cell
Kidney.smooth_muscle_cell           COVAR   14058     0.029889     0.011558     0.043442      0.24572 Kidney.smooth_muscle_cell
Kidney.kidney_tubule_cell           COVAR   14058      0.05324      0.01731     0.042542      0.10539 Kidney.kidney_tubule_cell
Kidney.kidney_collecting_duc...     COVAR   14058     0.052581     0.022301      0.03692     0.077209 Kidney.kidney_collecting_duct_cell
Kidney.macrophage                   COVAR   14058     0.045016     0.014541     0.063719      0.23995 Kidney.macrophage
Kidney.fibroblast                   COVAR   14058     0.075901     0.037342     0.043127      0.03922 Kidney.fibroblast
Kidney.endothelial_cell             COVAR   14058     0.018515    0.0079252      0.04209      0.33001 Kidney.endothelial_cell
Liver.hepatocyte                    COVAR   14058    -0.023711   -0.0081597     0.033769       0.7587 Liver.hepatocyte
Liver.endothelial_cell              COVAR   14058     0.011574    0.0029402     0.057343      0.42002 Liver.endothelial_cell
Lung.macrophage                     COVAR   14058      0.11455     0.042214     0.060098     0.028328 Lung.macrophage
Lung.B_cell                         COVAR   14058     -0.10266     -0.02235     0.081583      0.89586 Lung.B_cell
Lung.natural_killer_cell            COVAR   14058     -0.18131    -0.039174     0.087065      0.98134 Lung.natural_killer_cell
Lung.T_cell                         COVAR   14058     -0.17825     -0.04463     0.075111      0.99117 Lung.T_cell
Lung.endothelial_cell               COVAR   14058    -0.017972   -0.0050305     0.063473      0.61146 Lung.endothelial_cell
Lung.stromal_cell                   COVAR   14058     -0.11356    -0.027808     0.067373      0.95404 Lung.stromal_cell
Lung.dendritic_cell                 COVAR   14058     0.045614     0.014718     0.058787      0.21891 Lung.dendritic_cell
Lung.leukocyte                      COVAR   14058     -0.13992    -0.026944     0.082117      0.95579 Lung.leukocyte
Lung.monocyte                       COVAR   14058     0.017961    0.0076426      0.04642      0.34941 Lung.monocyte
Lung.ciliated_cell                  COVAR   14058    0.0042424     0.002225     0.027443      0.43857 Lung.ciliated_cell
Lung.type_II_pneumocyte             COVAR   14058      0.13204     0.048657     0.049245    0.0036703 Lung.type_II_pneumocyte
Lung.unknown                        COVAR   14058      -0.0196    -0.005906       0.0744      0.60389 Lung.unknown
Lung.mast_cell                      COVAR   14058     -0.19312    -0.041752     0.067182      0.99797 Lung.mast_cell
Lung.mesothelial_cell               COVAR   14058    -0.027127    -0.011973     0.037944      0.76267 Lung.mesothelial_cell
Lung.Clara_cell                     COVAR   14058    -0.013149    -0.007531     0.030634      0.66611 Lung.Clara_cell
Mammary.luminal_cell_of_lact...     COVAR   14058     0.069945     0.037831     0.040011     0.040229 Mammary.luminal_cell_of_lactiferous_duct
Mammary.B_cell                      COVAR   14058    -0.046086    -0.010817     0.080644      0.71616 Mammary.B_cell
Mammary.stromal_cell                COVAR   14058     -0.12981    -0.047122     0.052479       0.9933 Mammary.stromal_cell
Mammary.T_cell                      COVAR   14058     -0.18436    -0.044309     0.074495      0.99333 Mammary.T_cell
Mammary.endothelial_cell            COVAR   14058    -0.014164   -0.0058969     0.042459      0.63065 Mammary.endothelial_cell
Mammary.basal_cell                  COVAR   14058    -0.026672    -0.013106     0.035293      0.77509 Mammary.basal_cell
Mammary.macrophage                  COVAR   14058       0.1091     0.043331     0.065116     0.046929 Mammary.macrophage
Marrow.monocyte                     COVAR   14058     0.019834    0.0079103     0.050311      0.34671 Marrow.monocyte
Marrow.T_cell                       COVAR   14058     -0.11609    -0.032989     0.064113       0.9649 Marrow.T_cell
Marrow.hematopoietic_stem_ce...     COVAR   14058    0.0012756   0.00066597     0.037031      0.48626 Marrow.hematopoietic_stem_cell
Marrow.granulocyte                  COVAR   14058    -0.059443    -0.015355     0.057183      0.85071 Marrow.granulocyte
Marrow.erythrocyte                  COVAR   14058     0.090495     0.014226     0.078131      0.12339 Marrow.erythrocyte
Marrow.B_cell                       COVAR   14058    0.0072629       0.0033     0.036489      0.42112 Marrow.B_cell
Marrow.macrophage                   COVAR   14058     0.017742    0.0063497     0.051437      0.36507 Marrow.macrophage
Marrow.Fraction_A_pre.pro_B_...     COVAR   14058    -0.043357    -0.013998     0.051131      0.80176 Marrow.Fraction_A_pre.pro_B_cell
Muscle.endothelial_cell             COVAR   14058    -0.096255    -0.020852     0.077264      0.89357 Muscle.endothelial_cell
Muscle.unknown                      COVAR   14058     -0.13433    -0.029714     0.086507      0.93976 Muscle.unknown
Muscle.T_cell                       COVAR   14058      -0.2132    -0.046575     0.085594      0.99362 Muscle.T_cell
Muscle.B_cell                       COVAR   14058    -0.083195    -0.015438     0.095336      0.80856 Muscle.B_cell
Muscle.mesenchymal_stem_cell        COVAR   14058     -0.13882      -0.0489     0.048934      0.99772 Muscle.mesenchymal_stem_cell
Muscle.macrophage                   COVAR   14058     0.072336     0.023293      0.07605      0.17077 Muscle.macrophage
Muscle.chondroblast                 COVAR   14058     -0.11059    -0.042327      0.04292      0.99501 Muscle.chondroblast
Muscle.skeletal_muscle_satel...     COVAR   14058     -0.18805    -0.053311     0.061386       0.9989 Muscle.skeletal_muscle_satellite_cell
Spleen.B_cell                       COVAR   14058    -0.041658   -0.0088157     0.082042      0.69419 Spleen.B_cell
Spleen.T_cell                       COVAR   14058     -0.10056    -0.022008     0.080231      0.89495 Spleen.T_cell
Spleen.macrophage                   COVAR   14058     0.077347     0.020204     0.083379       0.1768 Spleen.macrophage
Spleen.dendritic_cell               COVAR   14058     0.059023     0.020122     0.059793       0.1618 Spleen.dendritic_cell
Thymus.T_cell                       COVAR   14058    -0.044833    -0.016563     0.044096      0.84535 Thymus.T_cell
Thymus.stromal_cell                 COVAR   14058    -0.062931     -0.02146     0.056642      0.86671 Thymus.stromal_cell
Tongue.basal_cell_of_epiderm...     COVAR   14058    -0.018219   -0.0096183     0.034893      0.69921 Tongue.basal_cell_of_epidermis
Tongue.keratinocyte                 COVAR   14058     0.031047      0.02039     0.024804      0.10535 Tongue.keratinocyte
Tongue.unknown                      COVAR   14058    0.0043981    0.0019252     0.042868      0.45914 Tongue.unknown
Trachea.stromal_cell                COVAR   14058     -0.09491    -0.022915       0.0722      0.90566 Trachea.stromal_cell
Trachea.epithelial_cell             COVAR   14058     0.036212     0.012409      0.06225      0.28038 Trachea.epithelial_cell
Trachea.leukocyte                   COVAR   14058     0.039098     0.010191     0.083142      0.31909 Trachea.leukocyte
Trachea.neuroendocrine_cell         COVAR   14058     -0.21842    -0.039797      0.12542      0.95919 Trachea.neuroendocrine_cell
Trachea.endothelial_cell            COVAR   14058    -0.089429     -0.01902      0.08921      0.84193 Trachea.endothelial_cell
Trachea.basal_cell_of_epithe...     COVAR   14058     0.021489    0.0075593     0.060098      0.36034 Trachea.basal_cell_of_epithelium_of_trachea
Trachea.ciliated_epithelial_...     COVAR   14058     0.032508     0.011327     0.041461      0.21651 Trachea.ciliated_epithelial_cell
