# MEAN_SAMPLE_SIZE = 39955
# TOTAL_GENES = 14974
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                              TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Neuron_Gad1Gad2_Pvalb_C1ql1....      COVAR   14974     0.017479     0.049745    0.0088963      0.02473 Neuron_Gad1Gad2_Pvalb_C1ql1.1_1
Neuron_Gad1Gad2_Sst_Pcdh11x....      COVAR   14974    0.0063598     0.018358    0.0082373      0.22004 Neuron_Gad1Gad2_Sst_Pcdh11x.1_10
Gad1Gad2_Cplx3_Rxfp1.1_11            COVAR   14974     0.013899     0.039626    0.0099326     0.080864 Gad1Gad2_Cplx3_Rxfp1.1_11
Gad1Gad2_Cplx3_Tox.1_12              COVAR   14974   0.00059771    0.0017271    0.0089059      0.47325 Gad1Gad2_Cplx3_Tox.1_12
Gad1Gad2_Id2_Tac1.1_13               COVAR   14974     0.011165     0.032093     0.008691     0.099462 Gad1Gad2_Id2_Tac1.1_13
Gad1Gad2_Id2_Bcl11b.1_14             COVAR   14974     0.021426     0.060293      0.01083     0.023949 Gad1Gad2_Id2_Bcl11b.1_14
Gad1Gad2_Id2_Prlr.1_15               COVAR   14974    0.0039776     0.011256     0.010259      0.34912 Gad1Gad2_Id2_Prlr.1_15
Gad1Gad2_Htr3a_Nnat.1_16             COVAR   14974    0.0067774      0.01999    0.0075807      0.18566 Gad1Gad2_Htr3a_Nnat.1_16
Gad1Gad2Chat_Htr3a_Chat.1_17         COVAR   14974    0.0032527    0.0091609     0.010298      0.37606 Gad1Gad2Chat_Htr3a_Chat.1_17
Gad1Gad2_Htr3a_Phlda1.1_18           COVAR   14974    0.0059632       0.0171    0.0088634      0.25054 Gad1Gad2_Htr3a_Phlda1.1_18
Gad1Gad2_Htr3a_Efba5.1_19            COVAR   14974   0.00065353    0.0019085    0.0077492       0.4664 Gad1Gad2_Htr3a_Efba5.1_19
Neuron_Gad1Gad2_Id2_Sfrp2.1_2        COVAR   14974  -0.00050891   -0.0015063    0.0071557      0.52835 Neuron_Gad1Gad2_Id2_Sfrp2.1_2
Gad1Gad2_Htr3a_Cpne5.1_20            COVAR   14974    0.0052552      0.01489    0.0097053      0.29409 Gad1Gad2_Htr3a_Cpne5.1_20
Gad1Gad2_Htr3a_Ecel1.1_21            COVAR   14974   -0.0022493   -0.0064384    0.0089384      0.59934 Gad1Gad2_Htr3a_Ecel1.1_21
Gad1Gad2_Htr3a_Ibsp.1_22             COVAR   14974     0.010213     0.029302    0.0088771      0.12498 Gad1Gad2_Htr3a_Ibsp.1_22
Gad1Gad2_Htr3a_Krt73.1_23            COVAR   14974      0.01219      0.03424     0.010499      0.12282 Gad1Gad2_Htr3a_Krt73.1_23
Gad1Gad2Slc17a8_Htr3a_Ktcd12...      COVAR   14974    0.0069652     0.019641     0.010236       0.2481 Gad1Gad2Slc17a8_Htr3a_Ktcd12.1_24
Gad1Gad2_Htr3a_Chrm2.1_25            COVAR   14974     0.015426     0.044995    0.0078611     0.024875 Gad1Gad2_Htr3a_Chrm2.1_25
Gad1Gad2_Htr3a_Htr1b.1_26            COVAR   14974   -0.0021349   -0.0060745    0.0097083      0.58703 Gad1Gad2_Htr3a_Htr1b.1_26
Gad1Gad2_Htr3a_Sema3c.1_27           COVAR   14974    0.0053806     0.015738    0.0079577      0.24948 Gad1Gad2_Htr3a_Sema3c.1_27
Neuron_Gad1Gad2_Sst_Atp2b4.1...      COVAR   14974    0.0073625     0.022192    0.0058825      0.10537 Neuron_Gad1Gad2_Sst_Atp2b4.1_3
Neuron_Gad1Gad2Slc17a8_Sst_N...      COVAR   14974     0.015187     0.042491     0.009746      0.05959 Neuron_Gad1Gad2Slc17a8_Sst_Ncam2.1_4
Neuron_Gad1Gad2_Sst_Spon1.1_5        COVAR   14974     0.018027     0.050759    0.0087867     0.020111 Neuron_Gad1Gad2_Sst_Spon1.1_5
Neuron_Gad1Gad2_Pvalb_Tac1.1...      COVAR   14974     0.023008     0.063913    0.0097228    0.0089868 Neuron_Gad1Gad2_Pvalb_Tac1.1_6
Neuron_Gad1Gad2_Pvalb_Gfra1....      COVAR   14974     0.013953     0.039392    0.0084304     0.048964 Neuron_Gad1Gad2_Pvalb_Gfra1.1_7
Neuron_Gad1Gad2_Sst_Rbp4.1_8         COVAR   14974    0.0039459     0.011178    0.0091837      0.33372 Neuron_Gad1Gad2_Sst_Rbp4.1_8
Neuron_Gad1Gad2_Sst_Grm1.1_9         COVAR   14974     0.025935     0.073197     0.009026     0.002034 Neuron_Gad1Gad2_Sst_Grm1.1_9
Microglia_C1qb_Tmem119.10_1          COVAR   14974  -0.00023494  -0.00063296    0.0056728      0.51652 Microglia_C1qb_Tmem119.10_1
Macrophage_C1qb_Mrc1.10_2            COVAR   14974   -0.0032038   -0.0094207     0.004221      0.77608 Macrophage_C1qb_Mrc1.10_2
Ependymal_Ccdc153.11_1               COVAR   14974   -0.0079474    -0.020915    0.0052987      0.93317 Ependymal_Ccdc153.11_1
Choroid_Plexus_Ttr.12_1              COVAR   14974   -0.0052598    -0.014136    0.0050851      0.84951 Choroid_Plexus_Ttr.12_1
Neurogenesis_Sox4_Efhd2.13_1         COVAR   14974    -0.016452    -0.048037    0.0052758      0.99909 Neurogenesis_Sox4_Efhd2.13_1
Neurogenesis_Sox4_Hist1h2al....      COVAR   14974    -0.012799    -0.036831    0.0053908       0.9912 Neurogenesis_Sox4_Hist1h2al.13_2
Neurogenesis_Sox4_Cdc20.13_3         COVAR   14974   -0.0041416    -0.012289    0.0046445      0.81372 Neurogenesis_Sox4_Cdc20.13_3
Neurogenesis_Sox4_Gad2.13_4          COVAR   14974   -0.0096647     -0.03066    0.0039724      0.99251 Neurogenesis_Sox4_Gad2.13_4
Neurogenesis_Sox4_Gabra5.13_5        COVAR   14974    -0.011349    -0.032493    0.0074576      0.93596 Neurogenesis_Sox4_Gabra5.13_5
Neurogenesis_Sox4_Ppp2r2b.13...      COVAR   14974    -0.010345     -0.03058    0.0057356      0.96435 Neurogenesis_Sox4_Ppp2r2b.13_6
Neuron_Slc17a6_Lhx1.14_1             COVAR   14974  -0.00069036   -0.0019267    0.0086345      0.53186 Neuron_Slc17a6_Lhx1.14_1
