# MEAN_SAMPLE_SIZE = 34475
# TOTAL_GENES = 14917
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE               TYPE  NGENES         BETA     BETA_STD           SE            P
Astro                 COVAR   14917    0.0011364    0.0016725    0.0076895      0.44126
Endo                  COVAR   14917   -0.0054969   -0.0084539    0.0071085      0.78032
L2.3_ALM_Agmat        COVAR   14917    0.0065866     0.015239     0.011603      0.28514
L2.3_ALM_Cbln4        COVAR   14917    0.0024264    0.0058306    0.0099253      0.40344
L2.3_ALM_Cdh13        COVAR   14917    0.0059628     0.014033     0.011798      0.30664
L4_Sparcl1            COVAR   14917   -0.0026935   -0.0064017    0.0077675      0.63561
L5_ALM_Aldh3b1_1      COVAR   14917     0.025193     0.058523     0.014013     0.036107
L5_ALM_Aldh3b1_2      COVAR   14917     0.019182     0.045076      0.01291     0.068676
L5_ALM_Aldh3b1_3      COVAR   14917     0.014606     0.034828     0.012069      0.11311
L5_ALM_Arhgap25_1     COVAR   14917   -0.0039262   -0.0092315     0.013733      0.61252
L5_ALM_Arhgap25_2     COVAR   14917   -0.0053977    -0.012782     0.012732      0.66419
L5_ALM_Arhgap25_3     COVAR   14917   -0.0038644   -0.0090566     0.012336      0.62296
L5_ALM_Hapln1         COVAR   14917   -0.0090196    -0.023629    0.0061652      0.92825
L5_ALM_Oprk1          COVAR   14917   -0.0053397    -0.012965    0.0087612      0.72889
L5_ALM_Pld5_1         COVAR   14917     0.016406     0.037445     0.013936      0.11956
L5_ALM_Pld5_2         COVAR   14917     0.025158     0.058691     0.012749     0.024236
L5_ALM_Slc17a8        COVAR   14917   -0.0024194   -0.0062265    0.0053142      0.67554
L5_ALM_Trh            COVAR   14917     0.005079     0.012201    0.0073498      0.24478
L5a_Batf3             COVAR   14917    0.0002108   0.00052219     0.008489      0.49009
L5a_Hsd11b1_low       COVAR   14917     0.011812     0.022839    0.0078931      0.06728
L6a_ALM_Foxp2         COVAR   14917   -0.0055679    -0.012943     0.012551      0.67133
L6a_Col12a1_1         COVAR   14917     -0.01038    -0.025306    0.0080993          0.9
L6b_ALM_Trh           COVAR   14917      0.01716     0.041815    0.0079773     0.015744
Lamp5_Nxph1_1         COVAR   14917    -0.007517    -0.017447     0.014458      0.69844
Lamp5_Nxph1_2         COVAR   14917    0.0085792     0.019646     0.013416      0.26127
Lamp5_Nxph1_3         COVAR   14917    -0.003176   -0.0078953    0.0089392      0.63881
Lamp5_Nxph1_4         COVAR   14917   -0.0078523     -0.02071    0.0059951      0.90486
Lamp5_Rgs12_1         COVAR   14917      0.02941     0.070353     0.010813    0.0032687
Lamp5_Rgs12_3         COVAR   14917     0.017797     0.043999    0.0089408     0.023277
Meis2                 COVAR   14917   -0.0032667   -0.0063237    0.0064325      0.69422
Micro_1               COVAR   14917    0.0016072    0.0039889    0.0038602      0.33858
Micro_2               COVAR   14917   -0.0019431   -0.0029519    0.0068171      0.61219
Oligo                 COVAR   14917    0.0080423     0.014637    0.0072896      0.13497
OPC                   COVAR   14917   -0.0025316   -0.0045389    0.0069388      0.64239
Pax6                  COVAR   14917   -0.0053807    -0.013236    0.0093563      0.71738
Pvalb_Cnr1_1          COVAR   14917    0.0091189     0.021769     0.011787      0.21957
Pvalb_Cnr1_2          COVAR   14917    0.0095341     0.022768     0.012396      0.22092
Pvalb_Cnr1_3          COVAR   14917    0.0007068    0.0016277     0.015084      0.48131
Pvalb_Il1rapl2_1      COVAR   14917    0.0024711    0.0058307     0.013658      0.42821
Pvalb_Il1rapl2_2      COVAR   14917    0.0097554     0.022984     0.012993      0.22638
Pvalb_Th              COVAR   14917   -0.0075585    -0.017671     0.010221      0.77019
Pvalb_Vipr2           COVAR   14917  -0.00026177  -0.00062619      0.01041      0.51003
SMC                   COVAR   14917   -0.0079625    -0.014094    0.0062248      0.89957
