# MEAN_SAMPLE_SIZE = 39955
# TOTAL_GENES = 14974
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Neuron_Gad1Gad2_Cplx3.1_1           COVAR   14974     0.025349     0.069655     0.010735    0.0091116 Neuron_Gad1Gad2_Cplx3.1_1
Neuron_Gad1Gad2-Slc17a8_Synp...     COVAR   14974     0.017291     0.047907    0.0095322     0.034852 Neuron_Gad1Gad2-Slc17a8_Synpr-Sncg-Yjefn3.1_10
Neuron_Gad1Gad2_Synpr-Sncg.1...     COVAR   14974     0.015684     0.043745    0.0092963     0.045802 Neuron_Gad1Gad2_Synpr-Sncg.1_11
Neuron_Gad1Gad2_Cplx3-Reln.1...     COVAR   14974      0.02712     0.074908     0.010988    0.0067959 Neuron_Gad1Gad2_Cplx3-Reln.1_2
Neuron_Gad1Gad2_Synpr-Nnat.1...     COVAR   14974   -5.712e-05  -0.00016583    0.0075629      0.50301 Neuron_Gad1Gad2_Synpr-Nnat.1_3
Neuron_Gad1Gad2_Synpr-Crispl...     COVAR   14974     0.014306     0.040035    0.0091802     0.059589 Neuron_Gad1Gad2_Synpr-Crispld2.1_4
Neuron_Gad1Gad2-Chat_Synpr-S...     COVAR   14974    0.0092464     0.025451     0.010395      0.18688 Neuron_Gad1Gad2-Chat_Synpr-Slc5a7.1_5
Neuron_Gad1Gad2_Synpr-Pcdh11...     COVAR   14974     0.019947     0.054954     0.010518     0.028958 Neuron_Gad1Gad2_Synpr-Pcdh11x.1_6
Neuron_Gad1Gad2_Synpr-Dpy19l...     COVAR   14974     0.014211     0.040479    0.0084577      0.04647 Neuron_Gad1Gad2_Synpr-Dpy19l1.1_7
Neuron_Gad1Gad2_Cplx3-Dpy19l...     COVAR   14974    0.0055179     0.016292    0.0067813      0.20792 Neuron_Gad1Gad2_Cplx3-Dpy19l1.1_8
Neuron_Gad1Gad2_Cplx3-Crim1....     COVAR   14974      0.01681     0.048042    0.0084763     0.023683 Neuron_Gad1Gad2_Cplx3-Crim1.1_9
Polydendrocyte_Tnr_Cspg5.10_1       COVAR   14974    0.0066643     0.018216    0.0080292      0.20328 Polydendrocyte_Tnr_Cspg5.10_1
Polydendrocyte_Tnr_Dlx1.10_2        COVAR   14974   -0.0081265    -0.023241    0.0056208      0.92587 Polydendrocyte_Tnr_Dlx1.10_2
Polydendrocyte_Tnr_Pdgfa.10_3       COVAR   14974   -0.0024679   -0.0068673     0.006485      0.64823 Polydendrocyte_Tnr_Pdgfa.10_3
Polydendrocyte_Tnr_Opalin.10...     COVAR   14974   -0.0013213   -0.0037527    0.0053576       0.5974 Polydendrocyte_Tnr_Opalin.10_4
Polydendrocyte_Tnr_Bmp4-_Ptg...     COVAR   14974   -0.0089709    -0.024976    0.0067862      0.90689 Polydendrocyte_Tnr_Bmp4-_Ptgds.10_5
Polydendrocyte_Tnr_Bmp4-Gpr1...     COVAR   14974    0.0020714    0.0058755    0.0067581      0.37961 Polydendrocyte_Tnr_Bmp4-Gpr17.10_6
Microglia_C1qb_Tmem119.11_1         COVAR   14974    -0.004395    -0.011573    0.0070516      0.73344 Microglia_C1qb_Tmem119.11_1
Neuron_Slc17a6_Reln.11_2            COVAR   14974   -0.0097465     -0.03107     0.004206      0.98975 Neuron_Slc17a6_Reln.11_2
Macrophage_C1qb_Mrc1.11_3           COVAR   14974   -0.0034663   -0.0096996    0.0051534       0.7494 Macrophage_C1qb_Mrc1.11_3
Microglia_C1qb_Tmem119-Fos.1...     COVAR   14974     -0.00638    -0.020164     0.003372      0.97075 Microglia_C1qb_Tmem119-Fos.11_4
Endothelial_Stalk_Flt1_Gkn3....     COVAR   14974    -0.013562    -0.036139    0.0063107      0.98418 Endothelial_Stalk_Flt1_Gkn3.12_1
Endothelial_Stalk_Flt1_Mgp.1...     COVAR   14974    -0.002207   -0.0062799    0.0049484       0.6722 Endothelial_Stalk_Flt1_Mgp.12_2
Endothelial_Stalk_Flt1_Car4....     COVAR   14974    -0.011915    -0.031907    0.0063597      0.96949 Endothelial_Stalk_Flt1_Car4.12_3
Endothelial_Stalk_Flt1_Cfh.1...     COVAR   14974    -0.010479    -0.028208    0.0061089      0.95686 Endothelial_Stalk_Flt1_Cfh.12_4
Endothelial_Stalk_Flt1_Lrg1....     COVAR   14974   -0.0060494    -0.018241    0.0042098      0.92463 Endothelial_Stalk_Flt1_Lrg1.12_5
Mural_Rgs5Acta2_Cnn1.13_1           COVAR   14974     -0.01152    -0.030767    0.0060363      0.97182 Mural_Rgs5Acta2_Cnn1.13_1
Mural_Rgs5Acta2_Ccnd1.13_2          COVAR   14974    -0.012588    -0.033764     0.006095      0.98055 Mural_Rgs5Acta2_Ccnd1.13_2
Mural_Rgs5Acta2_Abcc9.13_3          COVAR   14974    -0.015942    -0.045219    0.0056352      0.99766 Mural_Rgs5Acta2_Abcc9.13_3
Mural_Rgs5Acta2_Col3a1.13_4         COVAR   14974    -0.013311    -0.039307    0.0045442       0.9983 Mural_Rgs5Acta2_Col3a1.13_4
Endothelial_Tip_Dcn_1500015O...     COVAR   14974    -0.011411    -0.032176    0.0053639       0.9833 Endothelial_Tip_Dcn_1500015O10Rik.14_1
Endothelial_Tip_Dcn_Dapl1.14...     COVAR   14974    -0.010799    -0.030477    0.0050789      0.98325 Endothelial_Tip_Dcn_Dapl1.14_2
Endothelial_Tip_Dcn_Coch.14_3       COVAR   14974   -0.0084586    -0.024469    0.0047835      0.96148 Endothelial_Tip_Dcn_Coch.14_3
Endothelial_Tip_Dcn_Col15a1....     COVAR   14974    -0.016155      -0.0444    0.0060509       0.9962 Endothelial_Tip_Dcn_Col15a1.14_4
